Click,Swipe,Scroll,Input,Timestamps,Trip Type,Screen Time(min),Device Info,OS,App Version,Customer ID
15,12,8,9,2024-03-15 20:12:14.985677,long exploration journey,28,Galaxy Note20,Android,['7.0.60'],+91 8239028792
7,5,5,4,2024-03-15 20:12:16.766188,mixed usage,5,iPhone 7,IOS,['7.0.60'],+91 7832117265
15,15,5,8,2024-03-15 20:12:17.800928,long exploration journey,27,Galaxy Note8,Android,['7.0.60'],+91 7157435527
7,5,4,4,2024-03-15 20:12:19.433100,mixed usage,14,iPhone 14 Pro,IOS,['6.0.48'],+91 9090449247
9,5,2,2,2024-03-15 20:12:21.923536,shopping journey,10,Asus ZenFone series,Android,['7.0.47'],+91 7500802719
3,1,2,2,2024-03-15 20:12:22.909950,single feature journey,8,iPhone 5,IOS,['7.0.60'],+91 7386444406
9,5,4,2,2024-03-15 20:12:25.781074,shopping journey,15,OnePlus 5/5T,Android,['6.0.11'],+91 7217567523
3,2,1,1,2024-03-15 20:12:26.604752,single feature journey,2,Galaxy S20,Android,['7.0.57'],+91 8849465399
9,5,5,5,2024-03-15 20:12:28.139586,shopping journey,10,Galaxy S23,Android,['7.0.57'],+91 9961174800
10,5,2,3,2024-03-15 20:12:30.105679,shopping journey,15,iPhone 13 Mini,IOS,['7.0.01'],+91 9219264521
19,15,6,10,2024-03-15 20:12:30.873708,long exploration journey,27,Mate series,Android,['6.0.48'],+91 7050498141
7,3,4,2,2024-03-15 20:12:32.139958,mixed usage,5,Galaxy S21,Android,['6.0.48'],+91 7548302316
5,2,1,2,2024-03-15 20:12:34.669502,single feature journey,7,Pixel 3 XL,Android,['6.0.11'],+91 7054554726
12,10,2,7,2024-03-15 20:12:36.334714,entertainment journey,11,Galaxy Tab series,Android,['7.0.60'],+91 7207574808
5,1,1,1,2024-03-15 20:12:37.840162,single feature journey,8,Moto G series,Android,['7.0.25'],+91 9120072551
16,11,7,5,2024-03-15 20:12:39.202496,long exploration journey,27,OnePlus 10,Android,['7.0.57'],+91 9609697101
10,2,5,5,2024-03-15 20:12:43.484984,mixed usage,18,OnePlus 2,Android,['7.0.60'],+91 9715932580
18,10,6,7,2024-03-15 20:12:46.005872,long exploration journey,28,Moto Z series,Android,['7.0.25'],+91 8155320835
10,4,4,2,2024-03-15 20:12:46.123237,shopping journey,11,Galaxy Note20,Android,['6.0.04'],+91 7915223828
9,3,2,2,2024-03-15 20:12:46.554254,shopping journey,12,Honor series,Android,['6.0.11'],+91 9188421696
4,1,2,1,2024-03-15 20:12:47.203791,single feature journey,8,Moto G series,Android,['7.0.57'],+91 9416480146
5,2,5,3,2024-03-15 20:12:51.132460,shopping journey,13,P series,Android,['7.0.57'],+91 8599266438
5,1,2,2,2024-03-15 20:12:54.765957,single feature journey,5,Motorola Moto series,Android,['7.0.57'],+91 9346730163
20,11,5,9,2024-03-15 20:12:57.600264,long exploration journey,30,Pixel 5,Android,['7.0.03'],+91 8653329680
3,4,2,4,2024-03-15 20:12:58.581123,news consumption journey,6,iPhone 7,IOS,['6.0.04'],+91 7018315704
16,15,9,5,2024-03-15 20:12:58.781652,long exploration journey,26,OnePlus 9/9 Pro,Android,['7.0.60'],+91 9797966413
5,1,2,2,2024-03-15 20:13:00.118557,single feature journey,7,OnePlus 5/5T,Android,['7.0.57'],+91 8435171663
10,3,4,5,2024-03-15 20:13:02.119690,mixed usage,20,iPhone 13 Mini,IOS,['6.0.48'],+91 8679841035
16,12,10,7,2024-03-15 20:13:07.007535,long exploration journey,26,Pixel 3a XL,Android,['7.0.57'],+91 8883792205
13,9,2,9,2024-03-15 20:13:15.394753,entertainment journey,12,Pixel 8 Pro,Android,['7.0.60'],+91 7538965847
20,11,9,7,2024-03-15 20:13:16.746482,long exploration journey,30,Pixel 8,Android,['7.0.57'],+91 9266870519
8,3,3,2,2024-03-15 20:13:17.921239,mixed usage,16,Pixel 7,Android,['7.0.47'],+91 8983086975
9,5,3,2,2024-03-15 20:13:21.900029,shopping journey,10,Pixel 6 Pro,Android,['7.0.47'],+91 9480792284
5,4,2,3,2024-03-15 20:13:23.062449,news consumption journey,5,OnePlus 2,Android,['7.0.60'],+91 7742372884
10,2,5,3,2024-03-15 20:13:23.662311,mixed usage,11,OnePlus 12,Android,['7.0.57'],+91 7143797143
3,1,1,1,2024-03-15 20:13:24.479372,single feature journey,5,Galaxy Note8,Android,['7.0.60'],+91 7153439812
4,4,2,5,2024-03-15 20:13:31.683812,news consumption journey,10,Galaxy S20,Android,['6.0.48'],+91 7255199397
18,14,8,5,2024-03-15 20:13:34.058228,long exploration journey,25,Moto X series,Android,['7.0.60'],+91 9388920578
7,2,4,2,2024-03-15 20:13:34.349534,mixed usage,9,Moto G series,Android,['6.0.11'],+91 8064721597
10,3,4,4,2024-03-15 20:13:34.408678,shopping journey,13,Galaxy S20,Android,['6.0.11'],+91 9647106929
20,11,10,10,2024-03-15 20:13:35.105376,long exploration journey,29,Redmi series,Android,['7.0.57'],+91 8985121633
8,4,4,2,2024-03-15 20:13:36.166713,mixed usage,16,OnePlus 8/8 Pro/8T,Android,['6.0.48'],+91 9032132079
14,8,3,8,2024-03-15 20:13:36.336761,entertainment journey,10,Galaxy M series,Android,['6.0.11'],+91 9727067447
3,1,2,1,2024-03-15 20:13:38.158938,single feature journey,9,iPhone X,IOS,['6.0.48'],+91 8958702881
3,2,2,1,2024-03-15 20:13:39.640659,single feature journey,10,Pixel 6 Pro,Android,['7.0.03'],+91 7951117649
5,2,2,1,2024-03-15 20:13:45.822254,single feature journey,9,Mi series,Android,['7.0.25'],+91 9315425728
18,11,6,8,2024-03-15 20:13:47.551128,long exploration journey,25,OnePlus 10 Pro,Android,['5.0.28'],+91 8522156511
6,4,2,4,2024-03-15 20:13:48.070214,shopping journey,12,LG G series,Android,['7.0.47'],+91 9941483930
15,10,4,10,2024-03-15 20:13:53.123654,entertainment journey,11,Galaxy S24,Android,['7.0.60'],+91 7288793227
4,2,2,1,2024-03-15 20:13:54.567338,single feature journey,6,iPhone 6S Plus,IOS,['6.0.48'],+91 7329547431
5,2,2,2,2024-03-15 20:13:56.367224,single feature journey,9,OnePlus 7/7 Pro/7T/7T Pro,Android,['6.0.48'],+91 9038245909
3,2,2,2,2024-03-15 20:14:04.247630,news consumption journey,6,Mate series,Android,['7.0.57'],+91 7617669966
4,1,1,1,2024-03-15 20:14:05.302702,single feature journey,5,Galaxy Note5,Android,['7.0.01'],+91 7623812899
5,4,2,4,2024-03-15 20:14:05.308682,news consumption journey,7,Galaxy J series,Android,['6.0.48'],+91 7994417117
4,2,4,4,2024-03-15 20:14:05.557916,news consumption journey,8,Pixel 7,Android,['7.0.60'],+91 8424295166
5,2,3,4,2024-03-15 20:14:05.808139,news consumption journey,9,iPhone 8,IOS,['7.0.25'],+91 9314389489
5,2,0,1,2024-03-15 20:14:10.677423,simple recharge journey,3,Pixel 4a 5G,Android,['7.0.60'],+91 8544955400
7,4,2,2,2024-03-15 20:14:11.133101,mixed usage,11,Galaxy S8,Android,['6.0.48'],+91 9400251513
5,2,2,1,2024-03-15 20:14:13.077740,single feature journey,5,iPhone 15,IOS,['7.0.25'],+91 9279971675
7,4,5,3,2024-03-15 20:14:16.409146,mixed usage,15,Galaxy Note10,Android,['7.0.03'],+91 8848901708
17,10,6,8,2024-03-15 20:14:16.870646,long exploration journey,26,Galaxy M series,Android,['7.0.57'],+91 7611074806
5,2,1,2,2024-03-15 20:14:21.399171,single feature journey,5,Galaxy Note9,Android,['6.0.48'],+91 8896830822
3,4,2,3,2024-03-15 20:14:24.320068,news consumption journey,10,HTC Desire series,Android,['7.0.60'],+91 7442978757
10,3,5,2,2024-03-15 20:14:27.716518,shopping journey,12,Pixel 2,Android,['7.0.47'],+91 9550895818
6,3,4,4,2024-03-15 20:14:29.192701,mixed usage,18,iPhone 15,IOS,['7.0.60'],+91 8582999112
16,15,10,10,2024-03-15 20:14:34.616843,long exploration journey,25,Nova series,Android,['7.0.57'],+91 9009821665
11,10,3,10,2024-03-15 20:14:36.847746,entertainment journey,20,Lenovo Z series,Android,['6.0.11'],+91 7924704307
4,2,2,4,2024-03-15 20:14:38.811154,news consumption journey,5,Pixel 2,Android,['7.0.01'],+91 8378485595
3,1,1,2,2024-03-15 20:14:45.862844,single feature journey,2,Pixel 3,Android,['6.0.04'],+91 9207704023
5,3,3,2,2024-03-15 20:14:46.633277,news consumption journey,8,OnePlus 9/9 Pro,Android,['7.0.60'],+91 8096729204
19,12,8,10,2024-03-15 20:14:47.966455,long exploration journey,27,Poco series,Android,['6.0.48'],+91 9780099176
5,3,4,4,2024-03-15 20:14:49.317055,mixed usage,16,Pixel 8 Pro,Android,['7.0.25'],+91 8133137321
8,4,3,2,2024-03-15 20:14:50.044749,shopping journey,15,Pixel 8 Pro,Android,['7.0.60'],+91 9754253365
14,8,5,5,2024-03-15 20:14:51.916407,entertainment journey,10,Nokia XR21,Android,['7.0.25'],+91 9242541346
6,3,2,4,2024-03-15 20:14:53.714800,mixed usage,15,iPhone SE (2nd generation),IOS,['7.0.57'],+91 8157827256
7,5,4,4,2024-03-15 20:14:57.952774,mixed usage,16,OnePlus 5/5T,Android,['6.0.48'],+91 7033775967
4,4,2,4,2024-03-15 20:15:02.674702,news consumption journey,10,Honor series,Android,['7.0.57'],+91 9224056398
17,12,5,7,2024-03-15 20:15:04.198919,long exploration journey,29,iPhone 13 Mini,IOS,['7.0.25'],+91 7085896329
9,3,2,2,2024-03-15 20:15:04.353461,shopping journey,10,OnePlus 10,Android,['6.0.11'],+91 9165754437
14,8,2,9,2024-03-15 20:15:06.348217,entertainment journey,20,OnePlus 6/6T,Android,['7.0.25'],+91 8961421961
6,3,3,3,2024-03-15 20:15:09.229346,shopping journey,15,Galaxy S20,Android,['7.0.01'],+91 8846748910
10,5,3,2,2024-03-15 20:15:09.933461,shopping journey,11,Moto G series,Android,['7.0.47'],+91 9927287173
7,3,3,4,2024-03-15 20:15:10.033854,mixed usage,11,Galaxy Note20,Android,['7.0.25'],+91 8752685539
17,15,6,5,2024-03-15 20:15:10.700980,long exploration journey,27,Pixel 4a 5G,Android,['7.0.03'],+91 8180029383
4,2,4,3,2024-03-15 20:15:13.819226,news consumption journey,9,Pixel,Android,['7.0.60'],+91 7953248689
5,3,5,2,2024-03-15 20:15:13.972962,news consumption journey,10,iPhone 14 plus,IOS,['6.0.48'],+91 8550897340
8,2,4,5,2024-03-15 20:15:15.004814,mixed usage,6,iPhone 11,IOS,['6.0.11'],+91 9088270181
8,4,3,3,2024-03-15 20:15:18.143620,shopping journey,12,Pixel 5,Android,['7.0.25'],+91 9389954239
10,7,3,10,2024-03-15 20:15:19.294696,entertainment journey,13,Moto G series,Android,['7.0.47'],+91 8268826625
7,3,5,5,2024-03-15 20:15:21.096513,mixed usage,15,Asus ZenFone series,Android,['7.0.57'],+91 7963231835
7,5,5,3,2024-03-15 20:15:22.970855,mixed usage,11,LG G series,Android,['6.0.48'],+91 9662335390
18,10,8,10,2024-03-15 20:15:24.178482,long exploration journey,27,Mi series,Android,['7.0.57'],+91 8883111128
13,9,4,8,2024-03-15 20:15:24.860819,entertainment journey,13,Poco series,Android,['7.0.60'],+91 8559895549
10,5,4,4,2024-03-15 20:15:24.998815,mixed usage,9,Galaxy J series,Android,['7.0.60'],+91 8909835912
17,12,6,7,2024-03-15 20:15:28.884402,long exploration journey,27,OnePlus 11,Android,['7.0.60'],+91 8039574806
18,14,7,9,2024-03-15 20:15:30.823117,long exploration journey,28,Galaxy Note8,Android,['6.0.04'],+91 7719449432
18,11,7,7,2024-03-15 20:15:33.834701,long exploration journey,27,iPhone SE (1st generation),IOS,['5.0.28'],+91 7687848288
4,1,1,1,2024-03-15 20:15:35.097018,single feature journey,6,Lenovo Z series,Android,['7.0.47'],+91 9391468064
3,1,2,1,2024-03-15 20:15:35.118198,single feature journey,2,Mate series,Android,['7.0.57'],+91 7466491215
3,2,1,2,2024-03-15 20:15:36.436220,single feature journey,10,OnePlus 12,Android,['5.0.28'],+91 7538283044
8,4,5,5,2024-03-15 20:15:42.409448,mixed usage,16,iPhone 7 Plus,IOS,['7.0.03'],+91 9819302933
8,5,5,5,2024-03-15 20:15:42.413219,mixed usage,17,OnePlus 2,Android,['7.0.57'],+91 8915616678
4,4,4,4,2024-03-15 20:15:42.639616,news consumption journey,5,Pixel 8,Android,['7.0.47'],+91 8040667712
19,12,7,10,2024-03-15 20:15:50.257312,long exploration journey,30,Galaxy Note5,Android,['7.0.25'],+91 9765911450
15,10,9,6,2024-03-15 20:15:51.360941,long exploration journey,28,Lenovo Z series,Android,['7.0.47'],+91 8923280660
5,4,5,2,2024-03-15 20:15:52.405250,news consumption journey,10,Pixel 4a 5G,Android,['7.0.47'],+91 7646747392
10,6,5,10,2024-03-15 20:15:52.549794,entertainment journey,20,LG Q series,Android,['7.0.57'],+91 8576474949
19,11,9,6,2024-03-15 20:15:54.094518,long exploration journey,29,Redmi series,Android,['7.0.57'],+91 9025881948
5,1,1,1,2024-03-15 20:15:54.170401,single feature journey,7,Galaxy S8,Android,['5.0.28'],+91 9359643223
10,5,2,4,2024-03-15 20:15:55.764803,shopping journey,12,Asus ZenFone series,Android,['7.0.60'],+91 7163840831
4,2,2,2,2024-03-15 20:15:56.467000,single feature journey,6,Pixel 2 XL,Android,['6.0.48'],+91 7587186981
5,5,4,2,2024-03-15 20:16:00.121606,mixed usage,14,Galaxy Note9,Android,['7.0.57'],+91 9057493420
5,1,1,1,2024-03-15 20:16:01.127591,single feature journey,4,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.47'],+91 7794336047
4,3,5,4,2024-03-15 20:16:01.140146,news consumption journey,7,Moto X series,Android,['7.0.47'],+91 9753115694
9,4,2,3,2024-03-15 20:16:04.659395,mixed usage,11,Pixel 3 XL,Android,['7.0.25'],+91 9911776461
4,1,2,2,2024-03-15 20:16:05.155413,single feature journey,2,Mi series,Android,['7.0.03'],+91 9704156885
19,11,9,10,2024-03-15 20:16:06.507582,long exploration journey,27,Honor series,Android,['7.0.47'],+91 8842354137
15,13,6,5,2024-03-15 20:16:11.635333,long exploration journey,28,LG V series ,Android,['7.0.47'],+91 8229548977
3,5,3,5,2024-03-15 20:16:12.511262,news consumption journey,5,Pixel 3a XL,Android,['7.0.01'],+91 8932925691
4,1,1,1,2024-03-15 20:16:12.592676,single feature journey,6,OnePlus One,Android,['7.0.60'],+91 8091465339
5,1,1,1,2024-03-15 20:16:13.315326,single feature journey,9,Sony Xperia series,Android,['5.0.28'],+91 7402154992
10,5,4,4,2024-03-15 20:16:14.342756,mixed usage,12,Galaxy S7,Android,['7.0.60'],+91 8831499157
5,2,2,2,2024-03-15 20:16:15.210277,mixed usage,13,Galaxy S23,Android,['7.0.60'],+91 9004993292
5,1,2,1,2024-03-15 20:16:15.400801,single feature journey,7,Galaxy J series,Android,['7.0.60'],+91 7337358230
4,2,1,1,2024-03-15 20:16:19.558505,single feature journey,2,Galaxy S22,Android,['7.0.03'],+91 9634311174
20,12,10,5,2024-03-15 20:16:21.096918,long exploration journey,25,P series,Android,['7.0.60'],+91 7807441679
14,5,3,10,2024-03-15 20:16:23.312180,entertainment journey,19,Pixel 6 Pro,Android,['6.0.11'],+91 9085256452
4,1,1,2,2024-03-15 20:16:29.281565,single feature journey,8,Pixel 6 Pro,Android,['7.0.57'],+91 8071282301
18,11,9,6,2024-03-15 20:16:33.425146,long exploration journey,30,Galaxy S20,Android,['7.0.25'],+91 8569928660
20,12,9,7,2024-03-15 20:16:36.466586,long exploration journey,26,Pixel 4 XL,Android,['5.0.28'],+91 9725108477
4,1,1,1,2024-03-15 20:16:37.236289,single feature journey,4,Lenovo K series,Android,['6.0.48'],+91 7628362790
4,2,2,2,2024-03-15 20:16:38.288152,single feature journey,2,iPhone 15 plus,IOS,['6.0.48'],+91 7042593024
15,10,7,5,2024-03-15 20:16:42.093985,long exploration journey,28,Sony Xperia series,Android,['6.0.11'],+91 7001284722
15,12,6,9,2024-03-15 20:16:43.643004,long exploration journey,28,Nokia 5,Android,['7.0.57'],+91 9781426033
4,2,2,1,2024-03-15 20:16:46.475882,single feature journey,3,iPhone 13 Pro Max,IOS,['7.0.60'],+91 7191169953
14,6,3,8,2024-03-15 20:16:47.183416,entertainment journey,13,OnePlus 12,Android,['7.0.57'],+91 9447784685
3,2,2,1,2024-03-15 20:16:47.717738,single feature journey,3,Galaxy Tab series,Android,['7.0.57'],+91 9857894594
15,10,5,8,2024-03-15 20:16:51.423128,entertainment journey,19,Nova series,Android,['6.0.04'],+91 9610396673
11,7,4,8,2024-03-15 20:16:53.493740,entertainment journey,10,Galaxy S22,Android,['7.0.60'],+91 9667923159
3,1,1,1,2024-03-15 20:16:55.109035,simple recharge journey,3,iPhone 15,IOS,['6.0.11'],+91 9306931498
5,2,2,2,2024-03-15 20:17:02.945802,mixed usage,19,iPhone 13,IOS,['7.0.60'],+91 7459271616
5,2,2,2,2024-03-15 20:17:03.402386,single feature journey,8,Moto G series,Android,['7.0.57'],+91 7998121329
8,2,3,2,2024-03-15 20:17:07.782092,mixed usage,13,OnePlus 3/3T,Android,['6.0.04'],+91 9938442637
3,2,2,1,2024-03-15 20:17:08.864337,single feature journey,10,Pixel 4a,Android,['6.0.11'],+91 9152076603
15,13,10,7,2024-03-15 20:17:09.812253,long exploration journey,27,Galaxy S8,Android,['7.0.47'],+91 9989271843
17,11,7,8,2024-03-15 20:17:11.268876,long exploration journey,26,OnePlus One,Android,['6.0.04'],+91 9852327026
8,5,3,5,2024-03-15 20:17:12.273749,mixed usage,16,Honor series,Android,['7.0.57'],+91 9882162279
9,4,3,4,2024-03-15 20:17:12.565473,mixed usage,20,Moto Z series,Android,['7.0.60'],+91 9300982439
3,1,1,1,2024-03-15 20:17:12.870687,single feature journey,9,Pixel 5,Android,['7.0.01'],+91 7316281437
17,15,9,10,2024-03-15 20:17:14.829948,long exploration journey,26,Pixel 4 XL,Android,['7.0.60'],+91 7860516926
9,3,4,2,2024-03-15 20:17:15.935464,mixed usage,18,iPhone 15 Pro Max,IOS,['7.0.01'],+91 9708205235
17,12,9,5,2024-03-15 20:17:22.382739,long exploration journey,25,Poco series,Android,['7.0.57'],+91 8663031602
5,2,2,1,2024-03-15 20:17:26.517685,single feature journey,6,Nokia 6,Android,['7.0.57'],+91 9610719347
3,1,2,1,2024-03-15 20:17:27.759118,single feature journey,8,Pixel 4 XL,Android,['7.0.03'],+91 8235358592
14,9,4,8,2024-03-15 20:17:29.751575,entertainment journey,19,Nokia 7,Android,['7.0.47'],+91 9752315953
9,2,3,3,2024-03-15 20:17:30.774436,mixed usage,17,Pixel 5,Android,['7.0.57'],+91 8184664557
6,4,3,5,2024-03-15 20:17:31.400613,mixed usage,7,Pixel 6,Android,['7.0.60'],+91 9277908957
17,13,7,6,2024-03-15 20:17:32.700732,long exploration journey,28,Pixel XL,Android,['7.0.01'],+91 8381457988
17,10,6,5,2024-03-15 20:17:35.607055,long exploration journey,29,Moto G series,Android,['7.0.60'],+91 9246292565
13,7,4,5,2024-03-15 20:17:37.130111,entertainment journey,10,Nokia 5,Android,['7.0.60'],+91 9218412622
5,2,0,2,2024-03-15 20:17:40.761615,simple recharge journey,3,Pixel,Android,['7.0.60'],+91 8497372347
3,5,2,2,2024-03-15 20:17:41.227334,news consumption journey,10,Pixel 4a 5G,Android,['7.0.57'],+91 9491276458
9,3,2,5,2024-03-15 20:17:42.540629,mixed usage,8,Pixel 7,Android,['5.0.28'],+91 8432995536
5,1,1,1,2024-03-15 20:17:42.729282,single feature journey,10,OnePlus 2,Android,['7.0.57'],+91 9815320214
5,1,1,2,2024-03-15 20:17:45.098579,single feature journey,8,Pixel 4,Android,['7.0.25'],+91 7236682544
19,13,7,5,2024-03-15 20:17:51.111256,long exploration journey,29,Mi series,Android,['7.0.57'],+91 8433567822
18,10,7,10,2024-03-15 20:17:59.404359,long exploration journey,26,Pixel 4a,Android,['5.0.28'],+91 9521021739
12,9,4,5,2024-03-15 20:18:04.586159,entertainment journey,11,Galaxy Note8,Android,['7.0.60'],+91 8400544741
5,2,5,2,2024-03-15 20:18:05.075974,mixed usage,14,Galaxy Note8,Android,['7.0.57'],+91 9475321034
12,7,4,6,2024-03-15 20:18:05.535096,entertainment journey,12,Galaxy S20,Android,['7.0.47'],+91 7605531085
9,4,4,3,2024-03-15 20:18:09.725987,shopping journey,10,iPhone 11 Pro Max,IOS,['6.0.48'],+91 9543896432
5,2,2,1,2024-03-15 20:18:11.855989,single feature journey,7,OnePlus 8/8 Pro/8T,Android,['6.0.48'],+91 9685936831
18,11,10,8,2024-03-15 20:18:19.544396,long exploration journey,28,Galaxy S22,Android,['6.0.11'],+91 8153169085
8,5,2,2,2024-03-15 20:18:23.281951,mixed usage,8,Motorola Moto series,Android,['7.0.57'],+91 7750731137
3,4,4,2,2024-03-15 20:18:24.165954,news consumption journey,9,Galaxy J series,Android,['7.0.25'],+91 9875243684
17,12,10,6,2024-03-15 20:18:25.775828,long exploration journey,26,OnePlus 11,Android,['7.0.60'],+91 8284266816
10,3,4,5,2024-03-15 20:18:27.014040,mixed usage,10,Galaxy Note5,Android,['7.0.60'],+91 7461899156
4,4,4,2,2024-03-15 20:18:28.087481,news consumption journey,8,Honor series,Android,['7.0.03'],+91 8926351867
6,5,3,5,2024-03-15 20:18:28.422731,shopping journey,11,iPhone 6,IOS,['7.0.60'],+91 8087812621
3,5,4,2,2024-03-15 20:18:37.167764,news consumption journey,6,Pixel 3 XL,Android,['6.0.04'],+91 7866141380
5,3,3,5,2024-03-15 20:18:39.282967,news consumption journey,8,Nokia 8,Android,['6.0.48'],+91 8941919079
11,5,4,7,2024-03-15 20:18:42.045695,entertainment journey,13,Pixel 3a XL,Android,['7.0.60'],+91 7669108393
4,1,2,1,2024-03-15 20:18:43.942353,single feature journey,9,Nokia 6,Android,['7.0.25'],+91 8877050200
19,15,10,8,2024-03-15 20:18:43.954558,long exploration journey,28,Pixel XL,Android,['7.0.60'],+91 9371116770
16,15,7,9,2024-03-15 20:18:44.011629,long exploration journey,28,OnePlus 12,Android,['7.0.01'],+91 8901779470
3,2,2,1,2024-03-15 20:18:44.138654,single feature journey,3,Galaxy S22,Android,['7.0.60'],+91 8813116037
4,2,1,1,2024-03-15 20:18:44.365757,single feature journey,4,Galaxy S7,Android,['7.0.60'],+91 8658216249
5,2,1,1,2024-03-15 20:18:47.719699,single feature journey,3,OnePlus 10 Pro,Android,['6.0.48'],+91 8007241391
16,11,9,5,2024-03-15 20:18:48.257276,long exploration journey,29,Galaxy S8,Android,['7.0.25'],+91 9431786116
19,13,9,9,2024-03-15 20:18:53.207204,long exploration journey,29,Galaxy Tab series,Android,['7.0.57'],+91 9117947483
10,4,4,4,2024-03-15 20:18:53.788760,shopping journey,14,Mi series,Android,['7.0.57'],+91 9071420449
10,2,5,4,2024-03-15 20:19:00.842177,shopping journey,11,OnePlus 10 Pro,Android,['7.0.47'],+91 7396901972
3,2,2,1,2024-03-15 20:19:00.987344,single feature journey,7,Nokia 5,Android,['6.0.04'],+91 7791881354
5,2,1,2,2024-03-15 20:19:03.833861,single feature journey,4,OnePlus 8/8 Pro/8T,Android,['6.0.48'],+91 7232413252
6,3,3,2,2024-03-15 20:19:06.094709,shopping journey,12,LG Q series,Android,['7.0.47'],+91 9591015461
4,2,2,2,2024-03-15 20:19:06.101559,single feature journey,8,P series,Android,['7.0.25'],+91 8358993445
20,14,7,10,2024-03-15 20:19:06.549042,long exploration journey,27,OnePlus 11,Android,['7.0.60'],+91 8014336819
5,4,4,5,2024-03-15 20:19:07.485412,news consumption journey,8,Galaxy S20,Android,['6.0.48'],+91 8891330350
4,5,5,3,2024-03-15 20:19:08.760442,news consumption journey,8,iPhone 6S,IOS,['7.0.57'],+91 9509053250
5,5,3,2,2024-03-15 20:19:15.242706,mixed usage,7,Moto G series,Android,['7.0.57'],+91 7517362845
13,10,5,6,2024-03-15 20:19:16.755316,entertainment journey,13,Pixel 2,Android,['7.0.57'],+91 8796275857
5,3,4,4,2024-03-15 20:19:18.959995,news consumption journey,8,iPhone 6S,IOS,['7.0.60'],+91 7103294220
6,3,3,5,2024-03-15 20:19:20.957263,shopping journey,11,Lenovo Z series,Android,['7.0.01'],+91 9527787884
10,2,5,3,2024-03-15 20:19:21.349933,shopping journey,10,Nokia 6,Android,['7.0.47'],+91 8233001636
5,1,0,1,2024-03-15 20:19:21.560411,simple recharge journey,1,Galaxy J series,Android,['6.0.48'],+91 7561943216
3,1,1,2,2024-03-15 20:19:23.023305,single feature journey,5,Pixel 4a,Android,['7.0.60'],+91 8810545535
3,2,2,1,2024-03-15 20:19:25.308182,single feature journey,7,iPhone 12 Pro,IOS,['6.0.48'],+91 8551534140
20,10,5,9,2024-03-15 20:19:36.144072,long exploration journey,27,Pixel 6,Android,['6.0.48'],+91 8715912508
15,6,2,10,2024-03-15 20:19:36.932348,entertainment journey,17,iPhone 13 Mini,IOS,['6.0.48'],+91 9432320377
20,14,8,7,2024-03-15 20:19:38.995243,long exploration journey,26,OnePlus 2,Android,['7.0.25'],+91 8403951348
11,9,4,8,2024-03-15 20:19:44.573055,entertainment journey,13,Galaxy S6,Android,['7.0.57'],+91 7515644911
4,2,2,2,2024-03-15 20:19:45.109421,single feature journey,2,Poco series,Android,['7.0.01'],+91 8557599538
6,5,2,4,2024-03-15 20:19:53.454114,mixed usage,11,Pixel 3,Android,['7.0.47'],+91 7598450821
5,2,1,1,2024-03-15 20:19:54.081346,single feature journey,2,Pixel 3 XL,Android,['7.0.47'],+91 7660162068
4,2,1,2,2024-03-15 20:19:54.723524,simple recharge journey,2,Pixel 2 XL,Android,['7.0.60'],+91 7556492313
19,14,7,6,2024-03-15 20:20:00.513221,long exploration journey,27,Galaxy S22,Android,['7.0.01'],+91 7593739081
20,14,6,5,2024-03-15 20:20:01.753523,long exploration journey,25,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.57'],+91 7656769501
4,2,2,2,2024-03-15 20:20:03.872797,single feature journey,2,Asus ZenFone series,Android,['7.0.47'],+91 9520809871
4,4,4,2,2024-03-15 20:20:05.045019,news consumption journey,5,Moto Z series,Android,['7.0.60'],+91 7775266486
7,2,4,5,2024-03-15 20:20:08.254265,mixed usage,18,Poco series,Android,['7.0.57'],+91 9467127493
5,4,5,2,2024-03-15 20:20:18.723828,mixed usage,5,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.03'],+91 9512740447
10,5,5,3,2024-03-15 20:20:25.020874,shopping journey,12,Galaxy Note10,Android,['6.0.04'],+91 7206871141
17,11,7,6,2024-03-15 20:20:25.166618,long exploration journey,28,iPhone 6 Plus,IOS,['7.0.60'],+91 7052763227
18,11,7,8,2024-03-15 20:20:25.761922,long exploration journey,29,OnePlus 9/9 Pro,Android,['7.0.57'],+91 9162417007
19,11,7,9,2024-03-15 20:20:29.640467,long exploration journey,25,OnePlus 8/8 Pro/8T,Android,['7.0.25'],+91 8710945735
4,1,1,2,2024-03-15 20:20:31.562014,single feature journey,3,Nokia 6,Android,['7.0.03'],+91 8959409927
4,1,1,1,2024-03-15 20:20:31.646559,single feature journey,4,Pixel 6,Android,['7.0.60'],+91 7888136839
20,12,10,9,2024-03-15 20:20:42.225070,long exploration journey,29,Galaxy J series,Android,['7.0.47'],+91 8615678487
3,2,2,1,2024-03-15 20:20:42.871505,single feature journey,3,iPhone 5,IOS,['7.0.47'],+91 9259030028
10,5,5,5,2024-03-15 20:20:44.974967,entertainment journey,10,Pixel 4a 5G,Android,['7.0.47'],+91 9647076602
9,4,2,3,2024-03-15 20:20:47.745090,mixed usage,17,OnePlus 3/3T,Android,['7.0.57'],+91 7332341349
